B02,20210901-p07-NJW,5
C02,20210901-p07-NJW,5
D02,20210901-p07-NJW,5
A03,20210901-p07-NJW,5
B03,20210901-p07-NJW,5
C03,20210901-p07-NJW,5
D03,20210901-p07-NJW,5
A04,20210901-p07-NJW,5
B04,20210901-p07-NJW,5
C04,20210901-p07-NJW,5
D04,20210901-p07-NJW,5
A05,20210901-p07-NJW,5
B05,20210901-p07-NJW,5
C05,20210901-p07-NJW,5
D05,20210901-p07-NJW,5
A06,20210901-p07-NJW,5
B06,20210901-p07-NJW,5
C06,20210901-p07-NJW,5
D06,20210901-p07-NJW,5
A01,20210901-p09-NJW,5
B01,20210901-p09-NJW,5
C01,20210901-p09-NJW,5
D01,20210901-p09-NJW,5
A02,20210901-p09-NJW,5
B02,20210901-p09-NJW,4
C02,20210901-p09-NJW,5
D02,20210901-p09-NJW,5
A03,20210901-p09-NJW,5
B03,20210901-p09-NJW,5
C03,20210901-p09-NJW,5
D03,20210901-p09-NJW,5
A04,20210901-p09-NJW,5
B04,20210901-p09-NJW,4
C04,20210901-p09-NJW,5
D04,20210901-p09-NJW,5
A05,20210901-p09-NJW,5
B05,20210901-p09-NJW,5
C05,20210901-p09-NJW,5
D05,20210901-p09-NJW,5
A06,20210901-p09-NJW,5
B06,20210901-p09-NJW,5
C06,20210901-p09-NJW,5
D06,20210901-p09-NJW,5
A01,20210901-p11-NJW,5
B01,20210901-p11-NJW,5
C01,20210901-p11-NJW,5
D01,20210901-p11-NJW,5
A02,20210901-p11-NJW,5
B02,20210901-p11-NJW,5
C02,20210901-p11-NJW,5
D02,20210901-p11-NJW,5
A03,20210901-p11-NJW,5
B03,20210901-p11-NJW,5
C03,20210901-p11-NJW,5
D03,20210901-p11-NJW,5
A04,20210901-p11-NJW,5
B04,20210901-p11-NJW,5
C04,20210901-p11-NJW,5
D04,20210901-p11-NJW,5
A05,20210901-p11-NJW,5
B05,20210901-p11-NJW,5
C05,20210901-p11-NJW,5
D05,20210901-p11-NJW,5
A06,20210901-p11-NJW,5
B06,20210901-p11-NJW,5
C06,20210901-p11-NJW,5
D06,20210901-p11-NJW,5
A01,20210901-p13-NJW,5
B01,20210901-p13-NJW,5
C01,20210901-p13-NJW,5
D01,20210901-p13-NJW,5
A02,20210901-p13-NJW,5
B02,20210901-p13-NJW,1
C02,20210901-p13-NJW,5
D02,20210901-p13-NJW,5
A03,20210901-p13-NJW,5
B03,20210901-p13-NJW,5
C03,20210901-p13-NJW,5
D03,20210901-p13-NJW,5
A04,20210901-p13-NJW,5
B04,20210901-p13-NJW,5
C04,20210901-p13-NJW,5
D04,20210901-p13-NJW,5
A05,20210901-p13-NJW,5
B05,20210901-p13-NJW,5
C05,20210901-p13-NJW,5
D05,20210901-p13-NJW,5
A06,20210901-p13-NJW,1
B06,20210901-p13-NJW,5
C06,20210901-p13-NJW,1
D06,20210901-p13-NJW,5
A01,20210901-p15-NJW,1
B01,20210901-p15-NJW,5
C01,20210901-p15-NJW,5
D01,20210901-p15-NJW,5
A02,20210901-p15-NJW,4
B02,20210901-p15-NJW,5
C02,20210901-p15-NJW,5
D02,20210901-p15-NJW,5
A03,20210901-p15-NJW,5
B03,20210901-p15-NJW,5
C03,20210901-p15-NJW,5
D03,20210901-p15-NJW,3
A04,20210901-p15-NJW,5
B04,20210901-p15-NJW,5
C04,20210901-p15-NJW,5
D04,20210901-p15-NJW,5
A05,20210901-p15-NJW,5
B05,20210901-p15-NJW,5
C05,20210901-p15-NJW,5
D05,20210901-p15-NJW,5
A06,20210901-p15-NJW,5
B06,20210901-p15-NJW,5
C06,20210901-p15-NJW,5
D06,20210901-p15-NJW,5
A01,20210901-p17-NJW,5
B01,20210901-p17-NJW,2
C01,20210901-p17-NJW,5
D01,20210901-p17-NJW,1
A02,20210901-p17-NJW,5
B02,20210901-p17-NJW,5
C02,20210901-p17-NJW,5
D02,20210901-p17-NJW,5
A03,20210901-p17-NJW,5
B03,20210901-p17-NJW,5
C03,20210901-p17-NJW,5
D03,20210901-p17-NJW,5
A04,20210901-p17-NJW,5
B04,20210901-p17-NJW,3
C04,20210901-p17-NJW,5
D04,20210901-p17-NJW,5
A05,20210901-p17-NJW,5
B05,20210901-p17-NJW,5
C05,20210901-p17-NJW,5
D05,20210901-p17-NJW,5
A06,20210901-p17-NJW,1
B06,20210901-p17-NJW,5
C06,20210901-p17-NJW,5
D06,20210901-p17-NJW,5
A01,20210901-p19-NJW,5
B01,20210901-p19-NJW,5
C01,20210901-p19-NJW,5
D01,20210901-p19-NJW,5
A02,20210901-p19-NJW,5
B02,20210901-p19-NJW,5
C02,20210901-p19-NJW,5
D02,20210901-p19-NJW,5
A03,20210901-p19-NJW,5
B03,20210901-p19-NJW,5
C03,20210901-p19-NJW,5
D03,20210901-p19-NJW,5
A04,20210901-p19-NJW,5
B04,20210901-p19-NJW,5
C04,20210901-p19-NJW,5
D04,20210901-p19-NJW,5
A05,20210901-p19-NJW,5
B05,20210901-p19-NJW,3
C05,20210901-p19-NJW,5
D05,20210901-p19-NJW,5
A06,20210901-p19-NJW,5
B06,20210901-p19-NJW,5
C06,20210901-p19-NJW,4
D06,20210901-p19-NJW,5
A01,20210901-p21-NJW,5
B01,20210901-p21-NJW,1
C01,20210901-p21-NJW,5
D01,20210901-p21-NJW,5
A02,20210901-p21-NJW,5
B02,20210901-p21-NJW,5
C02,20210901-p21-NJW,2
D02,20210901-p21-NJW,5
A03,20210901-p21-NJW,5
B03,20210901-p21-NJW,5
C03,20210901-p21-NJW,5
D03,20210901-p21-NJW,4
A04,20210901-p21-NJW,5
B04,20210901-p21-NJW,5
C04,20210901-p21-NJW,5
D04,20210901-p21-NJW,5
A05,20210901-p21-NJW,2
B05,20210901-p21-NJW,5
C05,20210901-p21-NJW,4
D05,20210901-p21-NJW,5
A06,20210901-p21-NJW,5
B06,20210901-p21-NJW,5
C06,20210901-p21-NJW,5
D06,20210901-p21-NJW,5
A01,20210901-p23-NJW,5
B01,20210901-p23-NJW,5
C01,20210901-p23-NJW,5
D01,20210901-p23-NJW,5
A02,20210901-p23-NJW,5
B02,20210901-p23-NJW,5
C02,20210901-p23-NJW,5
D02,20210901-p23-NJW,3
A03,20210901-p23-NJW,5
B03,20210901-p23-NJW,5
C03,20210901-p23-NJW,1
D03,20210901-p23-NJW,5
A04,20210901-p23-NJW,5
B04,20210901-p23-NJW,5
C04,20210901-p23-NJW,5
D04,20210901-p23-NJW,5
A05,20210901-p23-NJW,5
B05,20210901-p23-NJW,5
C05,20210901-p23-NJW,5
D05,20210901-p23-NJW,5
A06,20210901-p23-NJW,5
B06,20210901-p23-NJW,5
C06,20210901-p23-NJW,1
D06,20210901-p23-NJW,2
A01,20210903-p01-NJW,5
B01,20210903-p01-NJW,5
C01,20210903-p01-NJW,5
D01,20210903-p01-NJW,NA
A02,20210903-p01-NJW,1
B02,20210903-p01-NJW,1
C02,20210903-p01-NJW,2
D02,20210903-p01-NJW,2
A03,20210903-p01-NJW,5
B03,20210903-p01-NJW,5
C03,20210903-p01-NJW,5
D03,20210903-p01-NJW,5
A04,20210903-p01-NJW,5
B04,20210903-p01-NJW,5
C04,20210903-p01-NJW,5
D04,20210903-p01-NJW,5
A05,20210903-p01-NJW,5
B05,20210903-p01-NJW,5
C05,20210903-p01-NJW,5
D05,20210903-p01-NJW,3
A06,20210903-p01-NJW,5
B06,20210903-p01-NJW,5
C06,20210903-p01-NJW,5
D06,20210903-p01-NJW,5
A01,20210903-p02-NJW,5
B01,20210903-p02-NJW,5
C01,20210903-p02-NJW,5
D01,20210903-p02-NJW,5
A02,20210903-p02-NJW,5
B02,20210903-p02-NJW,5
C02,20210903-p02-NJW,5
D02,20210903-p02-NJW,5
A03,20210903-p02-NJW,5
B03,20210903-p02-NJW,5
C03,20210903-p02-NJW,5
D03,20210903-p02-NJW,5
A04,20210903-p02-NJW,5
B04,20210903-p02-NJW,4
C04,20210903-p02-NJW,5
D04,20210903-p02-NJW,1
A05,20210903-p02-NJW,5
B05,20210903-p02-NJW,2
C05,20210903-p02-NJW,1
D05,20210903-p02-NJW,4
A06,20210903-p02-NJW,5
B06,20210903-p02-NJW,5
C06,20210903-p02-NJW,5
D06,20210903-p02-NJW,5
A01,20210903-p03-NJW,5
B01,20210903-p03-NJW,5
C01,20210903-p03-NJW,5
D01,20210903-p03-NJW,5
A02,20210903-p03-NJW,5
B02,20210903-p03-NJW,5
C02,20210903-p03-NJW,5
D02,20210903-p03-NJW,5
A03,20210903-p03-NJW,5
B03,20210903-p03-NJW,4
C03,20210903-p03-NJW,2
D03,20210903-p03-NJW,5
A04,20210903-p03-NJW,5
B04,20210903-p03-NJW,5
C04,20210903-p03-NJW,5
D04,20210903-p03-NJW,4
A05,20210903-p03-NJW,1
B05,20210903-p03-NJW,2
C05,20210903-p03-NJW,1
D05,20210903-p03-NJW,1
A06,20210903-p03-NJW,1
B06,20210903-p03-NJW,2
C06,20210903-p03-NJW,2
D06,20210903-p03-NJW,1
A01,20210903-p04-NJW,1
B01,20210903-p04-NJW,1
C01,20210903-p04-NJW,2
D01,20210903-p04-NJW,1
A02,20210903-p04-NJW,1
B02,20210903-p04-NJW,1
C02,20210903-p04-NJW,1
D02,20210903-p04-NJW,1
A03,20210903-p04-NJW,2
B03,20210903-p04-NJW,1
C03,20210903-p04-NJW,1
D03,20210903-p04-NJW,1
A04,20210903-p04-NJW,5
B04,20210903-p04-NJW,5
C04,20210903-p04-NJW,5
D04,20210903-p04-NJW,5
A05,20210903-p04-NJW,5
B05,20210903-p04-NJW,5
C05,20210903-p04-NJW,4
D05,20210903-p04-NJW,4
A06,20210903-p04-NJW,5
B06,20210903-p04-NJW,3
C06,20210903-p04-NJW,4
D06,20210903-p04-NJW,4
A01,20210903-p05-NJW,2
B01,20210903-p05-NJW,2
C01,20210903-p05-NJW,2
D01,20210903-p05-NJW,2
A02,20210903-p05-NJW,5
B02,20210903-p05-NJW,5
C02,20210903-p05-NJW,4
D02,20210903-p05-NJW,5
A03,20210903-p05-NJW,2
B03,20210903-p05-NJW,2
C03,20210903-p05-NJW,4
D03,20210903-p05-NJW,1
A04,20210903-p05-NJW,5
B04,20210903-p05-NJW,3
C04,20210903-p05-NJW,5
D04,20210903-p05-NJW,5
A05,20210903-p05-NJW,2
B05,20210903-p05-NJW,4
C05,20210903-p05-NJW,2
D05,20210903-p05-NJW,4
A06,20210903-p05-NJW,2
B06,20210903-p05-NJW,1
C06,20210903-p05-NJW,2
D06,20210903-p05-NJW,2
A01,20210903-p06-NJW,5
B01,20210903-p06-NJW,5
C01,20210903-p06-NJW,5
D01,20210903-p06-NJW,5
A02,20210903-p06-NJW,5
B02,20210903-p06-NJW,5
C02,20210903-p06-NJW,5
D02,20210903-p06-NJW,5
A03,20210903-p06-NJW,2
B03,20210903-p06-NJW,1
C03,20210903-p06-NJW,1
D03,20210903-p06-NJW,1
A04,20210903-p06-NJW,5
B04,20210903-p06-NJW,5
C04,20210903-p06-NJW,5
D04,20210903-p06-NJW,5
A05,20210903-p06-NJW,3
B05,20210903-p06-NJW,3
C05,20210903-p06-NJW,5
D05,20210903-p06-NJW,5
A06,20210903-p06-NJW,5
B06,20210903-p06-NJW,4
C06,20210903-p06-NJW,2
D06,20210903-p06-NJW,5
A01,20210903-p07-NJW,5
B01,20210903-p07-NJW,1
C01,20210903-p07-NJW,5
D01,20210903-p07-NJW,5
A02,20210903-p07-NJW,2
B02,20210903-p07-NJW,1
C02,20210903-p07-NJW,2
D02,20210903-p07-NJW,2
A03,20210903-p07-NJW,5
B03,20210903-p07-NJW,5
C03,20210903-p07-NJW,5
D03,20210903-p07-NJW,5
A04,20210903-p07-NJW,5
B04,20210903-p07-NJW,5
C04,20210903-p07-NJW,1
D04,20210903-p07-NJW,5
A05,20210903-p07-NJW,4
B05,20210903-p07-NJW,3
C05,20210903-p07-NJW,2
D05,20210903-p07-NJW,2
A06,20210903-p07-NJW,1
B06,20210903-p07-NJW,5
C06,20210903-p07-NJW,1
D06,20210903-p07-NJW,5
A01,20210903-p08-NJW,1
B01,20210903-p08-NJW,2
C01,20210903-p08-NJW,4
D01,20210903-p08-NJW,1
A02,20210903-p08-NJW,3
B02,20210903-p08-NJW,5
C02,20210903-p08-NJW,5
D02,20210903-p08-NJW,5
A03,20210903-p08-NJW,5
B03,20210903-p08-NJW,5
C03,20210903-p08-NJW,5
D03,20210903-p08-NJW,2
A04,20210903-p08-NJW,1
B04,20210903-p08-NJW,4
C04,20210903-p08-NJW,1
D04,20210903-p08-NJW,1
A05,20210903-p08-NJW,5
B05,20210903-p08-NJW,1
C05,20210903-p08-NJW,4
D05,20210903-p08-NJW,5
A06,20210903-p08-NJW,3
B06,20210903-p08-NJW,4
C06,20210903-p08-NJW,4
D06,20210903-p08-NJW,3
A01,20210903-p09-NJW,5
B01,20210903-p09-NJW,3
C01,20210903-p09-NJW,5
D01,20210903-p09-NJW,1
A02,20210903-p09-NJW,5
B02,20210903-p09-NJW,5
C02,20210903-p09-NJW,2
D02,20210903-p09-NJW,5
A03,20210903-p09-NJW,5
B03,20210903-p09-NJW,5
C03,20210903-p09-NJW,5
D03,20210903-p09-NJW,5
A04,20210903-p09-NJW,4
B04,20210903-p09-NJW,2
C04,20210903-p09-NJW,3
D04,20210903-p09-NJW,5
A05,20210903-p09-NJW,1
B05,20210903-p09-NJW,1
C05,20210903-p09-NJW,1
D05,20210903-p09-NJW,1
A06,20210903-p09-NJW,1
B06,20210903-p09-NJW,1
C06,20210903-p09-NJW,1
D06,20210903-p09-NJW,1
A01,20210903-p10-NJW,2
B01,20210903-p10-NJW,2
C01,20210903-p10-NJW,1
D01,20210903-p10-NJW,1
A02,20210903-p10-NJW,4
B02,20210903-p10-NJW,3
C02,20210903-p10-NJW,2
D02,20210903-p10-NJW,3
A03,20210903-p10-NJW,1
B03,20210903-p10-NJW,2
C03,20210903-p10-NJW,2
D03,20210903-p10-NJW,3
A04,20210903-p10-NJW,5
B04,20210903-p10-NJW,5
C04,20210903-p10-NJW,5
D04,20210903-p10-NJW,5
A05,20210903-p10-NJW,4
B05,20210903-p10-NJW,1
C05,20210903-p10-NJW,2
D05,20210903-p10-NJW,3
A06,20210903-p10-NJW,2
B06,20210903-p10-NJW,1
C06,20210903-p10-NJW,1
D06,20210903-p10-NJW,1
A01,20210903-p11-NJW,2
B01,20210903-p11-NJW,1
C01,20210903-p11-NJW,3
D01,20210903-p11-NJW,1
A02,20210903-p11-NJW,4
B02,20210903-p11-NJW,5
C02,20210903-p11-NJW,4
D02,20210903-p11-NJW,1
A03,20210903-p11-NJW,1
B03,20210903-p11-NJW,1
C03,20210903-p11-NJW,2
D03,20210903-p11-NJW,2
A04,20210903-p11-NJW,4
B04,20210903-p11-NJW,5
C04,20210903-p11-NJW,5
D04,20210903-p11-NJW,4
A05,20210903-p11-NJW,1
B05,20210903-p11-NJW,1
C05,20210903-p11-NJW,1
D05,20210903-p11-NJW,1
A06,20210903-p11-NJW,3
B06,20210903-p11-NJW,1
C06,20210903-p11-NJW,3
D06,20210903-p11-NJW,1
A01,20210903-p12-NJW,3
B01,20210903-p12-NJW,2
C01,20210903-p12-NJW,2
D01,20210903-p12-NJW,1
A02,20210903-p12-NJW,5
B02,20210903-p12-NJW,5
C02,20210903-p12-NJW,3
D02,20210903-p12-NJW,2
A03,20210903-p12-NJW,1
B03,20210903-p12-NJW,1
C03,20210903-p12-NJW,1
D03,20210903-p12-NJW,3
A04,20210903-p12-NJW,5
B04,20210903-p12-NJW,5
C04,20210903-p12-NJW,5
D04,20210903-p12-NJW,5
A05,20210903-p12-NJW,2
B05,20210903-p12-NJW,3
C05,20210903-p12-NJW,2
D05,20210903-p12-NJW,2
A06,20210903-p12-NJW,5
B06,20210903-p12-NJW,5
C06,20210903-p12-NJW,1
D06,20210903-p12-NJW,1
